"componentType","logicalName","parent","sourcePath","domain","targetSolution","disposition","rationale","licenceReview","maturityReview","sourceOnly"
"MissingDependency","Intelligence.BusinessCardReaderControl.BusinessCardReader","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","Journey Lookup View","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","LinkedInIntegration/Common/msdyn_LinkedInIntegrationCommon.js","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","list","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","Marketing Form Lookup View","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","Meine aktiven Anfragen","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","Meine offenen Verkaufschancen","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","Microsoft.AddressInputUCI","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msa_contact_managingpartner","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msa_managingpartnerid","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","MscrmControls.CardFeedContainer.CardFeedContainer","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","MscrmControls.InsightsControl.InsightsControl","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","MscrmControls.LeadHygiene.ValidatedFieldControl","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","MscrmControls.LinkedInIntegration.LinkedInAccountLookupControl","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","MscrmControls.LinkedInIntegration.LinkedInLeadControl","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","MscrmControls.TalkingPointsControl.TalkingPoints","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_/Contact/Contact.Library.js","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_/Scripts/WhoKnowsWhomLoader.js","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_primarytimezone","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_SalesOmniChannel.SalesPhoneNumberControl","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_SalesOmniChannel/SalesPhoneNumber.Library.js","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_talkingpointsloader.js","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","MsdynControls.WKWControls.ConnectionsWidget","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyncrm_customerjourneyid","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyncrm_emailid","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyncrm_insights_placeholder","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyncrm_MarketingCjoFirst.CrmWebResource","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyncrm_marketingformid","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyncrm_marketingpageid","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyncrm_msdyncrm_customerjourney_contact_customerjourneyid","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyncrm_msdyncrm_marketingemail_contact_emailid","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyncrm_msdyncrm_marketingform_contact_marketingformid","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyncrm_msdyncrm_marketingpage_contact_marketingpageid","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyncrm_rememberme","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdynmkt_Consent.CrmWebResources","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdynmkt_customerjourneyid","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdynmkt_CxpFormEditorHandlers.WebResource","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdynmkt_DynamicsMktOrchestrationAnalyaticsUIHandlers","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdynmkt_emailid","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdynmkt_marketingformid","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
